	DRS000419	DRS000420	DRS000668	DRS001349	DRS002153	DRS002154	DRS002155	DRS002156	DRS002157	DRS002158	DRS002159	DRS002160	DRS002161	DRS002162	DRS002163
LOC_Os01g08580	676.6901006	364.3594631	2499.181946	86.40181026	241.243588	288.5300202	165.6427019	268.2005552	238.7806984	226.0289087	156.0931437	215.0891955	279.286855	279.6538919	189.4289739
LOC_Os01g08600	70.88234294	46.03466334	348.7230623	3.014016637	27.94327274	20.60928716	18.82303431	20.33289407	13.99105655	12.19243076	17.75910018	15.16047193	48.24889189	49.83930747	19.40491927
LOC_Os01g08650	253.2862388	105.7817796	1437.251265	31.14483858	93.14424248	142.3914385	39.52837204	111.3468009	111.9284524	107.8561183	10.28158431	23.68823739	360.9388259	387.6390581	241.1754253
LOC_Os01g08660	1188.933166	608.2452327	4375.784866	119.5559933	531.8536245	569.5657541	270.1105423	404.7214154	749.9206309	961.3262716	483.2344627	657.5854699	611.4619183	689.4437533	392.7186044
LOC_Os01g08670	241.9450639	44.0757415	387.1417047	5.023361061	67.99529701	90.86822064	12.2349723	36.79285594	78.34991666	72.21670528	10.28158431	33.16353234	69.58974792	59.99175899	27.72131325
LOC_Os01g08680	172.0078189	151.8164429	1020.556759	12.05606655	120.1560728	103.0464358	71.52753037	107.4738687	106.3320297	97.53944609	71.97109019	100.4381265	130.8287261	121.8294182	118.2776032
LOC_Os01g08690	212.6470288	110.6790842	1264.859921	19.08877203	112.7045334	98.36250688	122.349723	100.6962373	126.852246	103.1667218	120.5749433	98.54306754	134.5401793	102.4474653	137.6825225
LOC_Os01g08700	12951.6217	2817.909073	44404.06993	981.5647514	9658.126502	12280.32479	3383.440417	8025.683761	8647.405682	11226.41509	4152.825373	8469.966161	9568.126407	12217.09098	4609.130349
LOC_Os01g08710	53.87058064	61.7060381	688.580284	7.032705486	56.81798791	49.64964633	35.76376518	56.15751697	83.01360217	45.95608518	18.69378966	33.16353234	93.71419386	40.60980608	33.2655759
LOC_Os01g08750	3342.811293	2448.652306	15870.83971	270.2568251	1953.234765	1749.915837	1632.898226	1918.069674	1964.344339	1339.291625	1852.554555	1519.837311	2227.799797	1667.7709	1812.973886
LOC_Os01g08760	441.3607221	176.302966	1880.543293	12.05606655	248.6951274	280.0989482	117.6439644	135.5526272	218.2604821	205.3955644	89.73019037	148.7621308	255.162409	249.1965373	128.4420847
LOC_Os01g08770	561.3881561	287.9615111	2541.540962	33.15418301	259.8724365	236.0700165	175.0542191	201.3924746	206.1348998	227.9046673	116.8361854	183.8207221	306.1948908	253.811288	137.6825225
LOC_Os01g08780	171.062721	102.8433968	472.8448302	6.028033274	81.03549096	103.9832216	51.76334434	75.52217799	82.08086507	103.1667218	113.0974274	54.95671074	72.37333783	73.83601106	60.98688915
LOC_Os01g08810	208.8666372	78.35687378	633.4150538	5.023361061	55.88654549	156.4432252	24.4699446	51.31635171	46.63685515	174.4455478	25.23661604	48.32400427	40.82598544	128.2900692	33.2655759
LOC_Os01g08814	369.5332812	146.9191383	1270.770481	13.06073876	136.9220364	188.2939417	68.70407522	118.1244322	156.6998333	217.5879951	62.62419536	125.0738934	205.9856538	188.2818282	68.37923935
LOC_Os01g08820	80.333322	28.40436674	300.4534859	3.014016637	61.47520003	35.59785963	19.76418602	30.98345764	37.30948412	29.07425797	9.34689483	32.21600285	51.96034511	24.91965373	12.01256907
